reid,ruid,clid,total_cost,payment,guests
1620,3241,235,796.32,check,1
1621,2186,297,2192.2,pear pay,3
1622,4152,283,1504.02,credit card,2
1623,2578,348,1473.54,credit card,3
1624,2606,100,1627.34,credit card,2
1625,1492,185,727.2,credit card,1
1626,1925,158,2650.5,cash,1
1627,3938,90,526.6,credit card,1
1628,2152,257,2316.44,pear pay,1
1629,3706,348,986.67,credit card,2
1630,4588,267,987.48,check,2
1631,1566,114,2106.94,check,5
1632,211,345,2005.63,cash,3
1633,3137,102,886.69,cash,1
1634,4749,305,2016.5,check,1
1635,380,9,1533.28,pear pay,3
1636,3013,263,3128.4,cash,6
1637,2205,168,3379.2,credit card,6
1638,4037,88,3416,pear pay,8
1639,1167,383,1108.24,credit card,1
1640,4348,195,364.49,cash,1
1641,4415,176,1470.08,credit card,1
1642,3572,136,3564.21,cash,3
1643,4222,266,1482.6,credit card,1
1644,3487,199,3214.68,debit card,6
1645,4421,3,2050.23,credit card,4
1646,9,122,5202.47,credit card,4
1647,4407,349,1562.61,credit card,2
1648,930,270,1403.52,credit card,2
1649,809,71,540.1,cash,2
1650,2467,112,1069.2,credit card,1
1651,1087,200,1961.54,cash,2
1652,2599,371,563.28,check,2
1653,2687,374,1352.04,cash,3
1654,1075,86,301.68,check,1
1655,1828,365,3026.9,debit card,8
1656,4976,213,2824.56,pear pay,4
1657,56,105,452.5,credit card,2
1658,219,337,3826.42,check,1
1659,2712,143,1788.72,cash,1
1660,3463,242,702.5,check,1
1661,2967,33,983.34,credit card,4
1662,1969,379,1435.2,check,2
1663,4200,121,1602.59,check,1
1664,4925,258,4790.76,check,6
1665,2362,33,1605.6,credit card,2
1666,3419,306,972.62,credit card,1
1667,1291,42,1067.04,credit card,1
1668,1807,203,399.4,credit card,1
1669,147,31,591.51,credit card,6
1670,320,120,601.14,cash,1
1671,3008,313,1300.74,cash,2
1672,944,388,3366.09,credit card,1
1673,1484,210,1767.9,credit card,1
1674,1904,51,1672.32,cash,1
1675,3968,250,239.34,debit card,1
1676,3916,310,810.66,pear pay,1
1677,2560,90,631.75,cash,1
1678,3036,271,1154.55,cash,5
1679,1543,202,1261.35,cash,1
1680,1590,219,1122.2,cash,1
1681,1065,10,992.75,credit card,2
1682,649,351,327.66,check,1
1683,1746,374,541.56,check,1
1684,1664,156,1078.45,cash,4
1685,2525,93,566.82,pear pay,1
1686,4057,400,1020.53,credit card,1
1687,4067,22,3435.6,cash,1
1688,1068,329,1453.34,cash,2
1689,682,250,452.79,debit card,1
1690,1498,270,1749.16,credit card,4
1691,2966,109,523.36,credit card,1
1692,3952,134,1381.5,credit card,2
1693,764,373,1524.25,check,3
1694,3221,34,1946.98,check,1
1695,1577,32,1045.33,check,1
1696,1417,176,1739.79,credit card,3
1697,3601,396,2894.57,cash,8
1698,106,344,889.26,pear pay,4
1699,2238,138,976.6,cash,1
1700,4731,67,1183.52,credit card,3
1701,4389,217,4161.63,credit card,5
1702,4036,224,1582.8,credit card,5
1703,153,205,1068.6,cash,1
1704,2583,283,1743,credit card,1
1705,3456,256,2691.78,check,3
1706,3988,304,1381.8,check,2
1707,2248,206,430.08,cash,4
1708,2430,247,733.7,cash,1
1709,2487,100,2967.66,check,7
1710,1729,111,3750.89,cash,2
1711,768,326,2590,cash,1
1712,2242,61,405.96,credit card,1
1713,4612,32,1161.5,pear pay,1
1714,3407,228,1748.28,credit card,4
1715,772,221,1280.43,credit card,3
1716,2475,81,1393.15,cash,1
1717,1120,305,1137.12,check,4
1718,3936,382,353.91,cash,2
1719,1673,51,2488.36,check,1
1720,1840,297,360.18,credit card,1
1721,2375,287,2006.52,check,2
1722,1655,171,1913.95,credit card,3
1723,206,49,2950.22,pear pay,4
1724,3359,311,3164.1,check,8
1725,3296,370,828.28,pear pay,3
1726,2780,285,2876.83,credit card,2
1727,2936,109,760.02,cash,1
1728,2664,168,1890.36,debit card,6
1729,1150,85,3999.24,credit card,4
1730,4338,267,1992.87,cash,4
1731,2531,52,936.84,pear pay,1
1732,1725,45,2283.96,debit card,1
1733,3559,331,1341.6,pear pay,5
1734,3961,388,3247.72,cash,3
1735,291,243,4668.75,check,6
1736,4172,311,1112.1,check,1
1737,2256,70,3746.97,check,6
1738,2766,387,448,credit card,2
1739,4971,316,1913.49,credit card,5
1740,4169,43,1636.3,credit card,1
1741,2957,144,2275.56,check,3
1742,4289,27,819.69,check,3
1743,2016,108,1636.46,check,3
1744,2605,371,559.83,check,2
1745,4412,388,857.78,cash,1
1746,1064,394,989.94,cash,1
1747,103,161,2090.4,check,2
1748,2122,350,425.28,cash,3
1749,1661,5,2348.55,check,3
1750,2199,138,4318.49,credit card,4
1751,4530,368,3152.34,credit card,2
1752,2069,399,1133.66,credit card,2
1753,3894,31,662.84,cash,1
1754,2825,366,3027.96,cash,1
1755,2272,345,955.96,cash,4
1756,1972,193,3894.4,credit card,3
1757,4102,248,1700,cash,6
1758,4254,224,3061.7,pear pay,4
1759,1367,119,1304.7,check,1
1760,305,370,1046.22,cash,1
1761,2292,314,722.76,debit card,4
1762,826,27,790.5,credit card,1
1763,4332,108,3150.72,credit card,1
1764,4755,376,710.4,cash,1
1765,2790,57,2259.48,check,2
1766,2123,314,2072.52,pear pay,8
1767,4075,267,529.8,pear pay,2
1768,1581,341,749.64,cash,2
1769,1851,122,2211.16,cash,1
1770,619,358,1325.25,cash,3
1771,1233,55,1757,cash,1
1772,2240,376,1071.56,check,1
1773,446,275,1406.86,credit card,1
1774,716,284,1515.12,credit card,1
1775,4121,310,1877.26,cash,1
1776,652,188,2203.1,pear pay,5
1777,3256,327,1817.9,cash,3
1778,4573,399,1888.74,cash,4
1779,4554,61,1706.9,credit card,6
1780,4370,259,2009.28,credit card,3
1781,3448,147,4080.96,debit card,5
1782,1915,93,1953,check,3
1783,1769,271,758.22,pear pay,2
1784,3477,399,3152.34,credit card,8
1785,1142,138,3039.36,pear pay,1
1786,4038,348,4606.1,cash,3
1787,2235,294,706.48,cash,1
1788,1395,159,1824.3,check,6
1789,298,97,793.44,check,1
1790,1538,249,950.64,cash,2
1791,1890,153,1508.78,pear pay,2
1792,442,131,1321.87,credit card,1
1793,3863,106,1457.8,cash,4
1794,1556,283,4170.66,pear pay,3
1795,4021,328,1719.77,check,4
1796,3107,312,660.12,credit card,1
1797,1842,235,1909.27,credit card,3
1798,1322,353,1435.61,credit card,2
1799,1055,12,3741.48,credit card,4
1800,2819,398,1829.92,debit card,1
1801,2801,166,1695.46,credit card,1
1802,302,15,1230.32,cash,1
1803,2708,199,395.34,credit card,3
1804,901,244,1544.8,pear pay,3
1805,4402,172,1427.76,check,3
1806,4211,107,535.71,cash,3
1807,3917,349,1362.32,cash,2
1808,2077,306,2576.4,credit card,4
1809,3692,234,888.35,pear pay,4
1810,4494,139,3698.4,pear pay,3
1811,392,12,291.72,debit card,1
1812,614,39,1413.45,credit card,2
1813,348,60,5817.28,check,7
1814,4240,303,1481,check,2
1815,683,245,798.56,debit card,4
1816,2792,289,3372.88,credit card,3
1817,4297,290,1083.6,check,1
1818,4779,132,1333.71,debit card,1
1819,2416,310,350.3,cash,1
1820,2834,196,3942.24,credit card,1
1821,1961,18,1728.44,cash,2
1822,4443,229,1186.9,check,1
1823,2550,58,1143.04,cash,4
1824,1657,236,1913.5,credit card,3
1825,184,331,1751.9,credit card,2
1826,213,134,2879.82,pear pay,3
1827,2260,170,1906.66,credit card,3
1828,3368,184,2688.7,cash,2
1829,1128,336,1110.2,debit card,1
1830,374,227,756.99,credit card,3
1831,3584,46,1133.55,cash,1
1832,2395,209,3755.78,cash,1
1833,166,155,720.85,credit card,2
1834,453,341,516.16,check,5
1835,1707,147,1479.83,cash,1
1836,4708,285,883.76,credit card,1
1837,284,65,957.19,check,1
1838,1397,146,1733.35,credit card,6
1839,4663,277,1274.84,cash,1
1840,1530,318,979.37,cash,2
1841,3802,224,2086.28,credit card,1
1842,2349,347,863.76,pear pay,2
1843,1732,130,2119.13,credit card,3
1844,3654,172,4370.6,check,6
1845,3736,373,609,cash,1
1846,2243,126,1716.54,credit card,1
1847,4574,227,695.59,cash,1
1848,156,46,1200.71,credit card,1
1849,4816,274,544.88,credit card,2
1850,1371,22,4268.52,check,1
1851,862,383,2049.85,debit card,1
1852,2842,43,1014.44,cash,5
1853,58,398,868.7,credit card,1
1854,126,60,889.74,credit card,2
1855,441,103,1260.8,cash,6
1856,4879,26,232.86,debit card,1
1857,1181,242,2828,credit card,4
1858,124,236,367.77,pear pay,1
1859,537,12,1271.49,cash,1
1860,4713,100,1427.22,cash,4
1861,680,128,1611.76,credit card,3
1862,1217,215,652.4,check,1
1863,246,262,3136.14,pear pay,3
1864,2204,252,1613.59,debit card,4
1865,1593,100,647,credit card,1
1866,3366,347,992.76,credit card,4
1867,1267,175,295.68,credit card,1
1868,1130,371,1847.88,check,4
1869,1971,87,1311,credit card,1
1870,3070,79,3642.86,credit card,1
1871,1701,69,560.88,check,2
1872,625,95,1654.56,debit card,1
1873,1614,88,3862.88,credit card,6
1874,469,114,334.65,check,2
1875,3612,222,1847.69,debit card,1
1876,2903,85,2920.77,check,1
1877,544,318,1496.5,cash,2
1878,693,32,1663.2,credit card,1
1879,4477,211,1993.09,credit card,4
1880,4856,100,1674.9,credit card,2
1881,2234,196,1451.79,credit card,1
1882,1800,86,1303.25,cash,1
1883,3635,122,3788.76,check,3
1884,475,135,1386.6,check,1
1885,1813,301,1943.2,credit card,1
1886,2449,253,498.4,credit card,1
1887,490,324,565.12,credit card,1
1888,1861,352,999.52,cash,2
1889,4125,291,446.4,credit card,1
1890,417,131,3239.2,credit card,6
1891,2440,38,1951.32,credit card,3
1892,4538,353,1289.82,credit card,2
1893,4667,81,2170.3,pear pay,4
1894,1249,307,1070.86,cash,1
1895,1298,228,1388.76,credit card,4
1896,4291,265,1428.98,pear pay,2
1897,1931,266,2919.7,check,2
1898,4577,45,1371.09,check,2
1899,535,386,1041.12,pear pay,1
1900,2076,78,2532.46,pear pay,1
1901,174,269,1353,credit card,1
1902,927,243,2954.51,debit card,4
1903,303,59,4969.44,check,2
1904,3048,153,994.51,cash,2
1905,2138,126,2281.2,cash,1
1906,4161,256,674.6,credit card,3
1907,1107,386,1636.57,cash,6
1908,1777,9,2514.19,pear pay,4
1909,569,348,1702.36,cash,2
1910,2976,366,927.15,debit card,2
1911,4484,344,259.47,credit card,1
1912,3686,383,378.44,check,2
1913,690,286,435.8,credit card,1
1914,1198,281,2556.64,credit card,6
1915,2505,54,783.56,cash,1
1916,4800,72,691.84,cash,1
1917,234,75,3465.54,credit card,1
1918,4897,341,1512.1,credit card,4
1919,3358,76,550.96,debit card,2
1920,2616,166,3925.1,debit card,4
1921,2391,221,3420.45,cash,3
1922,4773,398,1000.72,cash,1
1923,4460,302,1444.24,pear pay,2
1924,335,100,2319.66,credit card,6
1925,3336,196,698.16,cash,1
1926,3417,174,6280.12,check,2
1927,2875,210,598.68,credit card,1
1928,642,354,1520.6,pear pay,3
1929,49,242,1304.38,cash,1
1930,2791,369,430.56,credit card,2
1931,962,286,1047.06,check,1
1932,3000,44,790.48,cash,1
1933,4957,186,2267.76,cash,3
1934,2126,368,1318.1,cash,2
1935,52,43,2987.44,credit card,6
1936,4548,368,4040.26,credit card,2
1937,547,379,304.76,credit card,1
1938,4095,336,4001.9,check,1
1939,2058,323,624.9,check,2
1940,3537,14,1120,cash,1
1941,4276,288,2582.52,credit card,3
1942,4945,107,2009.26,cash,3
1943,3953,28,1065.6,check,1
1944,3964,134,4576.74,cash,4
1945,3985,24,3108.7,check,7
1946,6,242,717.04,credit card,6
1947,2885,8,3658.2,credit card,4
1948,2363,306,1896.3,cash,4
1949,3772,354,556.25,credit card,2
1950,1491,131,1888.92,cash,1
1951,3020,204,1708.85,cash,1
1952,4652,54,1240.75,cash,1
1953,3428,47,2079.54,cash,8
1954,194,338,2181.48,credit card,6
1955,3626,229,797.4,check,1
1956,3717,282,3280.42,debit card,3
1957,1287,259,2563.47,check,1
1958,3468,231,685.25,credit card,1
1959,1024,88,1317.72,cash,1
1960,2689,322,1202.35,check,6
1961,1033,298,1504.08,credit card,2
1962,3329,71,1634.8,credit card,1
1963,4528,270,398.82,credit card,3
1964,848,370,3343.68,check,4
1965,714,183,515.85,credit card,4
1966,4170,176,1420.51,pear pay,2
1967,4872,323,765.68,credit card,2
1968,1426,370,2394.3,check,5
1969,60,109,285.66,credit card,1
1970,3166,90,1566.48,credit card,2
1971,1935,163,1041.46,check,2
1972,861,318,4726.28,pear pay,3
1973,2048,40,3228.61,credit card,2
1974,4737,161,3098.34,credit card,6
1975,2497,257,4879.56,credit card,5
1976,3052,293,2741.48,cash,4
1977,2160,109,1439.04,check,1
1978,2911,275,1901.02,credit card,3
1979,1212,15,368.64,check,1
1980,359,175,764.19,check,1
1981,2747,178,790.86,cash,6
1982,819,214,3096.1,credit card,1
1983,1077,156,994.96,cash,2
1984,3356,254,3618.1,credit card,1
1985,4351,225,2399.04,check,6
1986,1418,325,652.4,credit card,1
1987,2534,393,576.4,credit card,1
1988,4863,6,1389.08,cash,2
1989,3501,31,1198.5,credit card,1
1990,899,324,1238.02,credit card,1
1991,4741,124,543.69,credit card,3
1992,2023,229,5978.42,cash,8
1993,3229,192,1077.65,credit card,4
1994,562,234,1622.4,debit card,1
1995,1951,234,864.27,credit card,1
1996,2499,218,1399.8,check,1
1997,3418,214,949.02,credit card,3
1998,286,304,816.83,check,2
1999,2288,110,1649.83,check,2
2000,2958,297,551.68,credit card,4
2001,344,384,3079.12,credit card,2
2002,4307,198,636.8,check,1
2003,3544,328,1375.68,credit card,3
2004,4598,334,1914.42,pear pay,6
2005,1561,286,1865.92,cash,3
2006,1102,355,1417.76,check,3
2007,1759,194,431.94,credit card,1
2008,581,42,3602.3,credit card,5
2009,1241,47,2003.26,cash,3
2010,4723,333,2570.94,check,2
2011,3436,57,6460.08,credit card,7
2012,3704,11,767.16,check,1
2013,4864,21,2550.2,check,4
2014,1037,150,1221.2,credit card,3
2015,1950,39,1692.08,cash,5
2016,1782,78,1124.6,credit card,2
2017,4094,114,2192.68,credit card,5
2018,1396,28,1431.04,pear pay,1
2019,963,274,1405.58,check,1
2020,354,79,716.56,check,1
2021,1846,297,2669.94,check,1
2022,3586,240,935.16,check,2
2023,2347,305,942.96,debit card,1
2024,4965,353,3621.54,cash,3
2025,4513,212,1783.17,pear pay,1
2026,2425,375,1161.94,check,2
2027,2047,212,2361.81,cash,2
2028,4194,394,289.2,cash,1
2029,4236,177,883.1,credit card,1
2030,1999,327,1086.85,check,4
2031,3970,240,1323.56,credit card,1
2032,2012,210,5159.28,credit card,6
2033,3921,218,695.61,check,1
2034,4223,181,3118.83,cash,4
2035,4058,352,500.16,cash,1
2036,3819,269,673.6,credit card,2
2037,2403,86,1668.84,credit card,2
2038,4983,23,402.3,cash,1
2039,3462,323,1047.06,check,1
2040,1660,350,1934.36,check,4
2041,4615,308,1631.74,credit card,1
2042,3380,270,559.38,debit card,1
2043,4212,381,1578.6,credit card,1
2044,3517,125,2689.56,credit card,3
2045,4857,275,973.7,credit card,1
2046,1060,130,442.05,credit card,1
2047,1336,342,3079.37,cash,4
2048,1200,291,4606.03,check,1
2049,1477,348,1582,credit card,3
2050,2638,314,2178.05,credit card,1
2051,3705,210,1133.76,credit card,1
2052,1516,11,2658.18,credit card,4
2053,331,158,1773.09,check,1
2054,4218,370,875.1,check,2
2055,1251,374,2738.06,check,6
2056,4314,365,1256.71,cash,2
2057,2492,298,1207.95,check,2
2058,568,328,3128.97,check,2
2059,717,48,4723.42,cash,5
2060,3471,232,872.9,pear pay,2
2061,4372,222,347.52,credit card,1
2062,1415,232,443.4,credit card,1
2063,1393,325,3059.28,credit card,4
2064,2659,177,4741.55,credit card,4
2065,822,95,2787.84,credit card,3
2066,3619,272,1880.64,credit card,2
2067,138,247,2596.36,credit card,4
2068,4318,217,1192.95,credit card,3
2069,2308,145,2395.12,check,4
2070,849,95,1542.36,credit card,2
2071,1286,140,3846.6,credit card,1
2072,1476,274,854.1,credit card,2
2073,1937,264,492.69,cash,2
2074,4621,209,5009.94,credit card,1
2075,2969,224,468,credit card,3
2076,3045,220,978.45,cash,1
2077,2901,216,3002.3,check,5
2078,908,224,502.86,cash,2
2079,500,286,827.4,cash,1
2080,3912,348,645.63,credit card,4
2081,2701,362,2050.23,debit card,4
2082,942,327,1244.88,cash,2
2083,3316,42,1882.08,credit card,4
2084,2890,149,622.51,credit card,2
2085,1071,286,380.32,credit card,1
2086,2304,148,1289.47,credit card,1
2087,4452,260,607.8,pear pay,1
2088,3698,1,1286.8,cash,2
2089,3510,189,1124.48,credit card,1
2090,737,141,1788.67,cash,1
2091,1836,313,7718.62,pear pay,2
2092,2087,394,2561.52,pear pay,3
2093,3958,172,1635.6,credit card,2
2094,645,383,1059.3,cash,1
2095,937,356,1875.23,pear pay,3
2096,43,86,1070.48,credit card,1
2097,3790,216,437.13,check,2
2098,4883,134,1483.2,credit card,1
2099,2222,156,761.8,pear pay,1
2100,2688,132,1310.12,credit card,1
2101,3201,263,1069.68,credit card,1
2102,4267,334,3074.76,debit card,3
2103,4118,179,3314.25,debit card,3
2104,846,380,728.55,credit card,2
2105,1449,26,386.01,check,4
2106,105,252,2416.7,check,2
2107,707,338,2719.36,cash,1
2108,31,26,3018.73,credit card,2
2109,2337,222,2079.14,credit card,3
2110,2657,261,2117.18,credit card,1
2111,1278,139,634.6,check,1
2112,2316,349,982.15,cash,1
2113,1392,292,1136.04,cash,2
2114,3560,12,377.85,pear pay,3
2115,4581,85,1957.8,check,1
2116,3174,228,2888.16,credit card,3
2117,4714,4,3300.3,credit card,4
2118,3979,355,2587.42,check,4
2119,2652,353,2414.83,credit card,1
2120,4732,369,1233.54,credit card,2
2121,2918,345,1026.64,credit card,2
2122,4963,146,4938.31,credit card,2
2123,1525,221,2190.96,credit card,8
2124,857,226,565.05,cash,2
2125,1899,10,2322.45,cash,3
2126,2637,228,264.84,credit card,1
2127,2700,297,421.4,cash,2
2128,3793,39,919.92,check,1
2129,833,293,1162.1,cash,1
2130,3957,138,645.99,check,3
2131,4446,245,3608.9,cash,7
2132,4886,347,2553.65,credit card,2
2133,304,311,2888.34,check,4
2134,4133,351,941.13,check,1
2135,4002,273,2879.76,credit card,7
2136,4359,307,1166.64,credit card,2
2137,836,302,3494.7,check,2
2138,4705,15,727.68,pear pay,4
2139,1755,100,770.52,credit card,6
2140,2521,191,1130.1,cash,2
2141,829,4,473.16,check,3
2142,1171,357,1329,cash,1
2143,4637,52,1223.88,pear pay,1
2144,2739,283,359.85,credit card,1
2145,3331,101,1201.2,pear pay,1
2146,4579,326,1842.8,cash,4
2147,4013,329,711.6,cash,1
2148,1548,258,544.62,credit card,3
2149,4423,318,1081.26,check,1
2150,3327,127,2442.96,cash,1
2151,703,303,907.44,cash,2
2152,2926,156,1510.74,check,2
2153,99,294,1043.28,cash,1
2154,1458,228,5983.04,cash,4
2155,4958,187,512.61,credit card,2
2156,4834,212,1395.66,credit card,1
2157,1216,66,2335.4,cash,1
2158,3351,292,1237.06,cash,1
2159,3248,217,1055.4,cash,2
2160,415,23,2078.96,cash,4
2161,2495,165,1251.72,credit card,5
2162,3240,123,3391.05,credit card,3
2163,3051,8,631.71,credit card,5
2164,411,328,1066.65,debit card,1
2165,4474,390,2161.18,check,2
2166,37,61,1123.98,pear pay,1
2167,2229,98,834.1,check,4
2168,2981,78,1226.4,credit card,2
2169,1895,289,685.92,cash,1
2170,706,237,1927.68,cash,3
2171,459,330,4186.2,cash,6
2172,3491,125,1587.5,credit card,4
2173,3228,282,1441.72,cash,3
2174,3522,393,1352.04,debit card,4
2175,2046,87,514,credit card,2
2176,2984,348,1059.8,check,1
2177,3277,201,3032.25,credit card,1
2178,4966,199,1131,check,1
2179,3725,250,1672.84,pear pay,1
2180,2329,225,1242.9,cash,1
2181,1850,366,2016.42,cash,1
2182,3373,100,1027.4,check,1
2183,4086,346,755.46,check,1
2184,1433,265,3323.7,cash,6
2185,4346,3,2438.41,credit card,5
2186,4837,332,4425.85,check,1
2187,1351,262,1555.5,pear pay,3
2188,4729,249,926.55,credit card,1
2189,586,247,2191.56,pear pay,1
2190,4710,122,801.68,cash,1
2191,2466,302,3070.21,credit card,3
2192,2642,44,836.48,credit card,1
2193,3158,254,1251.32,pear pay,1
2194,1612,41,1900.5,credit card,1
2195,4159,95,449.64,cash,4
2196,69,79,1168.6,debit card,3
2197,4653,288,989.01,cash,1
2198,1479,210,988.29,credit card,1
2199,1145,91,537.46,credit card,2
2200,936,149,769.09,pear pay,1
2201,1987,299,426.03,cash,1
2202,1269,338,1512,cash,1
2203,3111,154,798.82,credit card,1
2204,1761,163,1739.76,credit card,1
2205,3117,199,387.68,cash,2
2206,2624,228,919.6,credit card,2
2207,3904,368,1338.88,cash,4
2208,1126,375,1172.32,check,1
2209,1825,242,1127.44,credit card,2
2210,2993,25,820.62,cash,2
2211,1985,102,1507.8,credit card,3
2212,4154,329,681.06,pear pay,1
2213,1253,116,618.4,credit card,1
2214,148,374,1069.74,credit card,1
2215,2889,172,463.74,credit card,1
2216,2961,54,768.16,debit card,1
2217,1900,210,908.4,credit card,2
2218,2576,334,1933.68,cash,3
2219,3041,112,874.06,credit card,1
2220,372,129,2622.2,credit card,2
2221,2704,311,1019.12,cash,3
2222,3515,284,2251.62,credit card,2
2223,2762,160,1969.76,credit card,6
2224,1808,378,2309.1,credit card,7
2225,2093,173,749.6,pear pay,2
2226,4596,368,6165.74,credit card,1
2227,373,321,4119.44,cash,4
2228,821,48,632.59,cash,1
2229,3138,179,2901.57,credit card,3
2230,4008,92,1094.22,credit card,2
2231,168,225,1508.64,cash,1
2232,2972,111,2251.21,debit card,2
2233,3899,157,1800.92,credit card,3
2234,1462,373,2401.1,credit card,6
2235,2157,260,1227.7,cash,1
2236,3554,190,397.55,credit card,1
2237,2389,53,1607.32,check,1
2238,309,35,5025.06,cash,1
2239,2136,172,1360.32,credit card,4
2240,1927,398,1891.05,credit card,1
2241,2666,214,507.76,credit card,1
2242,557,158,317.84,check,1
2243,301,292,390.96,pear pay,2
2244,1862,192,515.84,cash,3
2245,3842,90,763,cash,3
2246,1454,15,1375.27,check,2
2247,3262,297,1251.3,check,1
2248,4770,396,1997.1,debit card,3
2249,2305,121,944.28,check,2
2250,1188,194,1372.24,credit card,1
2251,167,275,707.28,credit card,2
2252,1183,359,401.12,credit card,1
2253,4228,291,2123.7,credit card,4
2254,964,307,1005.96,check,3
2255,3623,349,1975.96,credit card,1
2256,4641,123,743.4,debit card,1
2257,3865,207,1869.6,pear pay,2
2258,2883,356,2504.32,check,1
2259,2650,52,3091.68,credit card,2
2260,4074,88,1597.96,credit card,3
2261,1098,76,2124.87,credit card,1
2262,4772,396,629.02,credit card,1
2263,3324,94,897.56,pear pay,3
2264,3106,253,1093.25,credit card,4
2265,4543,158,2307.92,debit card,1
2266,4526,272,1585.85,cash,4
2267,3257,52,1281.12,pear pay,1
2268,2214,202,839.02,check,1
2269,440,36,799.86,credit card,2
2270,3387,373,584.19,credit card,3
2271,2027,185,295.53,pear pay,2
2272,486,147,1579.34,check,2
2273,3345,88,1111.32,cash,1
2274,2092,130,442.26,cash,1
2275,3806,161,3617.74,credit card,4
2276,233,215,1019.61,check,1
2277,1943,265,3232.39,credit card,2
2278,679,158,4025.56,cash,2
2279,1295,318,289.53,credit card,2
2280,3480,154,1874.16,credit card,4
2281,4605,168,858.24,check,1
2282,696,102,1791,check,4
2283,3599,64,1543.26,cash,4
2284,3,24,1163.3,check,2
2285,2935,242,1599.9,credit card,3
2286,3273,36,2568.16,check,1
2287,3905,97,2487.16,credit card,6
2288,2537,376,804.93,check,1
2289,4744,136,6414.38,credit card,2
2290,3258,74,339.52,credit card,1
2291,4148,182,1806.84,cash,3
2292,2553,168,1349.39,credit card,3
2293,1384,225,946.71,credit card,4
2294,4259,356,1842.4,credit card,1
2295,4874,202,397.72,pear pay,1
2296,4335,139,1406.76,cash,2
2297,155,239,1110.62,check,4
2298,2045,215,827.19,cash,1
2299,307,324,2045.3,cash,5
2300,1305,233,326.64,check,2
2301,2140,56,953.26,credit card,1
2302,2594,166,708.72,credit card,2
2303,4091,400,1294.8,credit card,2
2304,382,10,570.48,credit card,1
2305,3284,304,1748.79,credit card,1
2306,3222,249,4083.66,cash,2
2307,3514,73,1813.63,credit card,3
2308,218,395,755.91,cash,1
2309,2283,349,1321.71,cash,1
2310,2748,132,2605.79,pear pay,4
2311,2672,191,1677.06,cash,1
2312,738,159,682.08,cash,1
2313,463,147,1143.2,cash,1
2314,3439,380,982.24,check,2
2315,241,271,591.06,check,1
2316,1775,285,3382.5,pear pay,4
2317,3227,383,539.67,credit card,1
2318,4989,226,311.44,check,1
2319,4418,333,1827.14,check,1
2320,4919,189,430.23,check,2
2321,3581,147,1736.42,credit card,4
2322,1081,190,317.64,pear pay,1
2323,1744,74,721.7,cash,1
2324,3869,180,346.98,check,1
2325,2585,210,2093.76,pear pay,4
2326,4292,214,981.6,cash,4
2327,4401,150,1448.51,credit card,1
2328,4115,168,903.9,check,1
2329,3914,337,280.28,cash,1
2330,2335,75,470.73,cash,1
2331,2626,4,1336.26,check,3
2332,2279,387,405.63,cash,3
2333,2341,326,563.19,debit card,6
2334,782,85,1028.15,credit card,2
2335,4425,336,2345.8,credit card,1
2336,3042,387,1071.46,credit card,1
2337,1317,174,380.82,pear pay,1
2338,2669,87,677.7,credit card,1
2339,545,6,2599.24,cash,2
2340,438,267,1239.3,pear pay,1
2341,677,115,1845.36,credit card,3
2342,4969,52,5424.58,check,7
2343,1386,215,1095.6,cash,1
2344,1488,281,2172.43,pear pay,1
2345,4718,91,851.49,cash,2
2346,457,390,3150.6,cash,3
2347,2082,167,465.68,credit card,1
2348,506,69,490.5,check,2
2349,128,276,742.74,credit card,1
2350,4005,271,1840.96,credit card,3
2351,2882,280,815.7,credit card,1
2352,4439,360,1411.93,credit card,2
2353,739,258,5783.04,cash,4
2354,4891,256,1511.55,credit card,4
2355,2588,307,1777.32,cash,1
2356,1852,316,312.54,check,1
2357,1442,265,992.5,credit card,1
2358,1423,33,1815.8,credit card,4
2359,894,34,2000.32,credit card,2
2360,4894,12,1296.27,check,1
2361,4026,237,758.36,cash,3
2362,1452,275,390.44,credit card,1
2363,4968,155,2454.76,cash,3
2364,3535,55,575.64,credit card,1
2365,951,134,2198.79,cash,1
2366,4915,24,2710.95,pear pay,2
2367,946,399,842.52,check,6
2368,2651,291,1421.92,check,1
2369,4225,133,2028,check,2
2370,3630,294,611.16,credit card,1
2371,436,215,4024.46,cash,1
2372,2622,99,557.76,credit card,1
2373,4387,67,2092.09,credit card,3
2374,480,379,2977.8,credit card,6
2375,2251,2,978.75,cash,1
2376,4798,40,447.12,cash,2
2377,4623,44,1324.48,pear pay,3
2378,3310,375,275.94,pear pay,1
2379,776,97,4173.4,credit card,2
2380,4659,341,1548.18,credit card,2
2381,4982,324,834.3,credit card,2
2382,2470,324,1158.24,credit card,2
2383,618,140,1067.68,credit card,2
2384,2062,345,913.36,cash,2
2385,3607,332,2312.8,credit card,1
2386,3435,127,1916.64,check,4
2387,258,319,885.3,credit card,1
2388,1620,342,1278.64,cash,2
2389,2473,327,4094.31,credit card,3
2390,4299,192,799.44,check,4
2391,972,95,794.32,debit card,2
2392,3565,213,458.37,credit card,1
2393,1153,276,1099.28,pear pay,1
2394,1814,360,2735.98,check,4
2395,1647,187,1360.24,pear pay,4
2396,1774,240,2650.67,cash,1
2397,4345,76,2706.25,pear pay,2
2398,2371,152,1570.2,check,4
2399,4668,10,1065.54,credit card,1
2400,238,193,1499.76,debit card,1
2401,2897,115,614.6,check,5
2402,4168,388,1018.7,credit card,1
